time_s,gyro_pitch_rad_s_faulty,fault_label
0.67,-0.1044953416069293,0
0.68,-0.1008453641869024,0
0.6900000000000001,-0.1017296646225145,0
0.7000000000000001,-0.0833607725004574,0
0.71,-0.0641601889373421,0
0.72,-0.0733207207947663,0
0.73,-0.0515772518514358,0
0.74,-0.0885019195829408,0
0.75,-0.0499632542383369,0
0.76,-0.0539616374824672,0
0.77,-0.055216783807977,0
0.78,-0.0494192558812184,0
0.79,-0.0690073089172916,0
0.8,-0.0507752679800454,0
0.81,-0.04507285383692,0
0.8200000000000001,-0.0345142872389002,0
0.8300000000000001,-0.0556735237727123,0
0.84,-0.0602856507788433,0
0.85,-0.0594040607726236,0
0.86,-0.0478575342039154,0
0.87,-0.0567518133302243,0
0.88,-0.068730994378368,0
0.89,-0.0620250217016122,0
0.9,-0.0702058894423869,0
0.91,-0.065768910254813,0
0.92,-0.0869801332519595,0
0.93,-0.0879327095086502,0
0.94,-0.0934335769490613,0
0.95,-0.1091327278023695,0
0.96,-0.0966200473020576,0
0.97,-0.1021241038296123,0
0.98,-0.1098791045506041,0
0.99,-0.1174876590062046,0
1.0,-0.134498191652129,0
1.01,-0.1297213906123358,0
1.02,-0.1340583532364133,0
1.03,-0.143695599779985,0
1.04,-0.1422336618863155,0
1.05,-0.1414171247235264,0
1.06,-0.131305423030313,0
1.07,-0.1529894083969971,0
1.08,-0.1565727273337711,0
1.09,-0.1641391861601745,0
1.1,-0.1866520952829562,0
1.11,-0.1716134137190921,0
1.12,-0.1744365050345341,0
1.13,-0.1538972518651173,0
1.14,-0.1837394202790443,0
1.15,-0.181877882484702,0
1.16,-0.1881067104938689,0
1.17,-0.2020996818925725,0
1.18,-0.1814244765994416,0
1.19,-0.1875600819526207,0
1.2,-0.1891840450034076,0
1.21,-0.2079936493050791,0
1.22,-0.1864707284341601,0
1.23,-0.2159133504367689,0
1.24,-0.1972241916664076,0
1.25,-0.1821930065015904,0
1.26,-0.2148203082620874,0
1.27,-0.2112141160721039,0
1.28,-0.2050163281346695,0
1.29,-0.2113419212961219,0
1.3,-0.2219482115923169,0
1.31,-0.2057382253757912,0
1.32,-0.2168850661484647,0
1.33,-0.201228410813883,0
1.34,-0.2147334096768324,0
1.35,-0.189495687345656,0
1.36,-0.2121730339633612,0
1.37,-0.2068047913590544,0
1.38,-0.1945994711503886,0
1.39,-0.2141090810916192,0
1.4,-0.1985154099694279,0
1.41,-0.1866402600770941,0
1.42,-0.2146484854466779,0
1.43,-0.195537569168705,0
1.44,-0.1935514212717297,0
1.45,-0.1870620182371021,0
1.46,-0.2059507278681208,0
1.47,-0.2054647875729072,0
1.48,-0.1857045981283664,0
1.49,-0.1866092149121155,0
1.5,-0.18572658668604,0
1.51,-0.1834227181056148,0
1.52,-0.1923518565989087,0
1.53,-0.1819073586481437,0
1.54,-0.1799961423596608,0
1.55,-0.1887904983795263,0
1.56,-0.1617366130699621,0
1.57,-0.1744344221750248,0
1.58,-0.1898986140301121,0
1.59,-0.1702703765301054,0
1.6,-0.1854733009583427,0
1.61,-0.1667888468131529,0
1.62,-0.1620516552324852,0
1.63,-0.180868816485029,0
1.64,-0.162100523981594,0
1.65,-0.1667278243639146,0
1.66,-0.1618062954353953,0
1.67,-0.1502807278450262,0
1.68,-0.17097511462716,0
1.69,-0.175382052461738,0
1.7,-0.1761140020780598,0
1.71,-0.1748014404857003,0
1.72,-0.1668885398229649,0
1.73,-0.1622290887906363,0
1.74,-0.1624446998800743,0
1.75,-0.1565575326423314,0
1.76,-0.1643625516532439,0
1.77,-0.1496644337267058,0
1.78,-0.1665959696726401,0
1.79,-0.1365380718700486,0
1.8,-0.1573124017063123,0
1.81,-0.1720070409744556,0
1.82,-0.1740459163857049,0
1.83,-0.1584469269360482,0
1.84,-0.1654720232211915,0
1.85,-0.1560921350129459,0
1.86,-0.1585214004579228,0
1.87,-0.1640284735947323,0
1.88,-0.1718371765990722,0
1.89,-0.1786072970803676,0
1.9,-0.1680319898555591,0
1.91,-0.1551272226108106,0
1.92,-0.1616889557844242,0
1.93,-0.1764382744874298,0
1.94,-0.1624104276141595,0
1.95,-0.1604588697301384,0
1.96,-0.1733270404651139,0
1.97,-0.1631324778207884,0
1.98,-0.1642720384163321,0
1.99,-0.176469726506529,0
2.0,-0.1616479933564442,0
2.01,-0.1598023349414836,0
2.02,-0.1547610576118448,0
2.03,-0.1552307071605587,0
2.04,-0.1797171238990026,0
2.05,-0.1754837920620251,0
2.06,-0.161112660803208,0
2.07,-0.1612740252063225,0
2.08,-0.1614008049052442,0
2.09,-0.1281531027897809,0
2.1,-0.1610896861264435,0
2.11,-0.1555495290429085,0
2.12,-0.1574596484417785,0
2.13,-0.1605676671068951,0
2.14,-0.1703032435560104,0
2.15,-0.1596165894817481,0
2.16,-0.1749767980890976,0
2.17,-0.1696453751455819,0
2.18,-0.1721457593546153,0
2.19,-0.1664745861562411,0
2.2,-0.1441342527822005,0
2.21,-0.1859274045935799,0
2.22,-0.160352525522549,0
2.23,-0.1832891286823961,0
2.24,-0.1718148935217488,0
2.25,-0.1561267781096381,0
2.26,-0.1662816775272632,0
2.27,-0.1775980180099007,0
2.28,-0.1738580437939074,0
2.29,-0.1597822817028481,0
2.3000000000000003,-0.1737444894712407,0
2.31,-0.1641286280248917,0
2.32,-0.1656802448976397,0
2.33,-0.1724856197254361,0
2.34,-0.1443552868217117,0
2.35,-0.1592726693033966,0
2.36,-0.1856730033390458,0
2.37,-0.1633599053429406,0
2.38,-0.1716389026531999,0
2.39,-0.1562875740635818,0
2.4,-0.172522819091616,0
2.41,-0.1655260210490083,0
2.42,-0.1591054174990175,0
2.43,-0.155270466430085,0
2.44,-0.1757003051630862,0
2.45,-0.1668087576851774,0
2.46,-0.1679771561831816,0
2.47,-0.169522962402529,0
2.48,-0.1450955422201689,0
2.49,-0.1584595493340363,0
2.5,-0.1748767553326506,0
2.51,-0.1528474931596824,0
2.52,-0.1405627540243497,0
2.53,-0.1512182108315346,0
2.54,-0.1764957702955529,0
2.5500000000000003,-0.1659045718394427,0
2.56,-0.1481545045656291,0
2.57,-0.1676631689524902,0
2.58,-0.1559128380434326,0
2.59,-0.1523711539383317,0
2.6,-0.1691553478650379,0
2.61,-0.1602520927429427,0
2.62,-0.191842695637643,0
2.63,-0.1694495877252835,0
2.64,-0.1615096868198049,0
2.65,-0.1712428154666612,0
2.66,-0.1422245939414485,0
2.67,-0.1726366316881607,0
2.68,-0.1625249866389922,0
2.69,-0.1566092817037062,0
2.7,-0.1432989154577041,0
2.71,-0.1718680245309552,0
2.72,-0.1456782788117177,0
2.73,-0.1570108096612188,0
2.74,-0.1667341013967408,0
2.75,-0.1521064345019738,0
2.76,-0.1545478254158261,0
2.77,-0.1623539529637466,0
2.78,-0.1554694356162473,0
2.79,-0.159838469680547,0
2.8000000000000003,-0.1546701306633773,0
2.81,-0.1490059436783995,0
2.82,-0.1395908826482627,0
2.83,-0.1676547347116598,0
2.84,-0.133773374960265,0
2.85,-0.1744531851794093,0
2.86,-0.1562800941692027,0
2.87,-0.1487102121722308,0
2.88,-0.1516156790390145,0
2.89,-0.1604857470352851,0
2.9,-0.1561739385997893,0
2.91,-0.158857371228918,0
2.92,-0.1596562105803539,0
2.93,-0.1451021752495398,0
2.94,-0.1498639867643275,0
2.95,-0.1601993790833537,0
2.96,-0.144110510059313,0
2.97,-0.1498697160383967,0
2.98,-0.1446501666132927,0
2.99,-0.1463183524804049,0
3.0,-0.1607401283428651,0
3.01,-0.1578871233494352,0
3.02,-0.1446470277297608,0
3.03,-0.1458503525259619,0
3.04,-0.1519965333137312,0
3.0500000000000003,-0.1504470125848865,0
3.06,-0.1386756552500286,0
3.0700000000000003,-0.1571992323528263,0
3.08,-0.1456429088776938,0
3.09,-0.1529652826205687,0
3.1,-0.1529487155488387,0
3.11,-0.1396117267638432,0
3.12,-0.1421719436056161,0
3.13,-0.1421166234979024,0
3.14,-0.1370215314398722,0
3.15,-0.1496898584252738,0
3.16,-0.1429029175629722,0
3.17,-0.1526466382341939,0
3.18,-0.1461228075480801,0
3.19,-0.1504853870537036,0
3.2,-0.1480324790730571,0
3.21,-0.1428683626767573,0
3.22,-0.1568186644098362,0
3.23,-0.1275281613173202,0
3.24,-0.1583268603611314,0
3.25,-0.160222327703044,0
3.26,-0.1363122192099631,0
3.27,-0.1397887494490234,0
3.28,-0.1412754211693417,0
3.29,-0.1410436355957381,0
3.3000000000000003,-0.1472592932698209,0
3.31,-0.1559184037057923,0
3.3200000000000003,-0.1459961853072744,0
3.33,-0.1533335927462324,0
3.34,-0.1366179346118049,0
3.35,-0.1476463115134541,0
3.36,-0.1542368026668513,0
3.37,-0.1490013069411172,0
3.38,-0.1414633138078171,0
3.39,-0.1510346523203533,0
3.4,-0.1534240237145073,0
3.41,-0.1425690302024704,0
3.42,-0.1423600228582305,0
3.43,-0.1496826432911708,0
3.44,-0.1491268861210001,0
3.45,-0.1418990943509816,0
3.46,-0.1585033561561512,0
3.47,-0.1578999256664141,0
3.48,-0.1508123878158596,0
3.49,-0.1455649821145327,0
3.5,-0.1401239305065104,0
3.51,-0.1282818918035781,0
3.52,-0.1342612778715241,0
3.53,-0.1442396703198435,0
3.54,-0.1426328656610513,0
3.5500000000000003,-0.1522704386959122,0
3.56,-0.1422327544614929,0
3.5700000000000003,-0.1447367362484161,0
3.58,-0.1384255503131838,0
3.59,-0.1497276998132772,0
3.6,-0.136064655757352,0
3.61,-0.1257335446104641,0
3.62,-0.141951435296129,0
3.63,-0.1366497075144028,0
3.64,-0.1335684689888717,0
3.65,-0.1442852922717948,0
3.66,-0.1378354359901308,0
3.67,-0.1397538037674571,0
3.68,-0.1387064256142147,0
3.69,-0.1472168323801498,0
3.7,-0.1390452663059593,0
3.71,-0.1341140999168088,0
3.72,-0.1243864378492595,0
3.73,-0.1291090275331602,0
3.74,-0.1169738377870566,0
3.75,-0.1459831227456887,0
3.76,-0.1293904767988774,0
3.77,-0.1360843432526539,0
3.78,-0.1158238507753554,0
3.79,-0.1456090087946451,0
3.8,-0.1457274115012009,0
3.81,-0.1431283001916269,0
3.82,-0.1581775173756242,0
3.83,-0.1420002947578952,0
3.84,-0.1441382459630229,0
3.85,-0.1348471392286977,0
3.86,-0.1327376507650728,0
3.87,-0.1171976042310974,0
3.88,-0.1262591382825879,0
3.89,-0.1413364327899274,0
3.9,-0.1443555119789379,0
3.91,-0.1302560863584805,0
3.92,-0.1481814614423599,0
3.93,-0.116468326640867,0
3.94,-0.1227922272281753,0
3.95,-0.1390820243383546,0
3.96,-0.1513251742425716,0
3.97,-0.1204585850816932,0
3.98,-0.1349461033544196,0
3.99,-0.1212258520252003,0
4.0,-0.1493515145869635,0
4.01,-0.1392041226274421,0
4.0200000000000005,-0.13296098076128,0
4.03,-0.1323465680367057,0
4.04,-0.1371198961223983,0
4.05,-0.1261935215547755,0
4.0600000000000005,-0.1429009179459948,0
4.07,-0.1334511162775241,0
4.08,-0.1306268900013142,0
4.09,-0.1264879024999256,0
4.1,-0.1243185091101107,0
4.11,-0.1424833716494252,0
4.12,-0.146380314673239,0
4.13,-0.1180645603054797,0
4.14,-0.1273202815187601,0
4.15,-0.1379303221869375,0
4.16,-0.114735919090701,0
4.17,-0.1288926263802764,0
4.18,-0.1180582918396571,0
4.19,-0.1289779323244833,0
4.2,-0.1088474594433182,0
4.21,-0.1117033256619369,0
4.22,-0.1315481506818751,0
4.23,-0.1191445605004678,0
4.24,-0.122208263105025,0
4.25,-0.1147774575407973,0
4.26,-0.1379147623601174,0
4.2700000000000005,-0.1212067781483614,0
4.28,-0.1172848294799037,0
4.29,-0.1452582736700699,0
4.3,-0.1393052974846185,0
4.3100000000000005,-0.1476669029913037,0
4.32,-0.1297705598847545,0
4.33,-0.1197030268930208,0
4.34,-0.1116568904725599,0
4.3500000000000005,-0.1257415843357833,0
4.36,-0.1099985133216057,0
4.37,-0.1398878912811903,0
4.38,-0.1429229859914042,0
4.39,-0.1262470060482326,0
4.4,-0.1216533300667854,0
4.41,-0.1256234809253114,0
4.42,-0.1457736019593142,0
4.43,-0.1257931326065877,0
4.44,-0.1377494871933905,0
4.45,-0.1178110402612099,0
4.46,-0.1206448751672356,0
4.47,-0.1335128702946265,0
4.48,-0.1290560838140164,0
4.49,-0.1343130238331398,0
4.5,-0.1241512895617916,0
4.51,-0.1137768254785354,0
4.5200000000000005,-0.1329894033644058,0
4.53,-0.1178957199783312,0
4.54,-0.1280429553493243,0
4.55,-0.1304734570018147,0
4.5600000000000005,-0.1234195408576526,0
4.57,-0.1325063316173166,0
4.58,-0.1274952385406326,0
4.59,-0.1337425307865289,0
4.6000000000000005,-0.1019216794277671,0
4.61,-0.121021649828157,0
4.62,-0.1281770738192547,0
4.63,-0.1188457348693592,0
4.64,-0.1219147145473345,0
4.65,-0.1228072178966905,0
4.66,-0.114262133425615,0
4.67,-0.112635195381398,0
4.68,-0.1253219523680696,0
4.69,-0.1255819908564301,0
4.7,-0.122381394896129,0
4.71,-0.1424573637111928,0
4.72,-0.1343975442209299,0
4.73,-0.1053845825738006,0
4.74,-0.102411552585485,0
4.75,-0.1211597101135811,0
4.76,-0.1127121183089205,0
4.7700000000000005,-0.1151737455369463,0
4.78,-0.0873062217606463,0
4.79,-0.1067082898148323,0
4.8,-0.1189924529546275,0
4.8100000000000005,-0.1270781512940232,0
4.82,-0.1333969143934516,0
4.83,-0.115107756313511,0
4.84,-0.1245160815154369,0
4.8500000000000005,-0.1309855351954533,0
4.86,-0.1230393963688953,0
4.87,-0.1272000651288908,0
4.88,-0.099324337201268,0
4.89,-0.1071907780916332,0
4.9,-0.1158985805919255,0
4.91,-0.1008313504745122,0
4.92,-0.1146693083950491,0
4.93,-0.1238682977685234,0
4.94,-0.0998369466873092,0
4.95,-0.1094920888851501,0
4.96,-0.125066925608652,0
4.97,-0.1164114011803117,0
4.98,-0.1230780255495364,0
4.99,-0.1279639498941263,0
5.0,-0.1046885702768385,0
5.01,-0.0946708587328822,0
5.0200000000000005,-0.1275656690671093,0
5.03,-0.1077655605133222,0
5.04,-0.1197172319993542,0
5.05,-0.1178979099260886,0
5.0600000000000005,-0.1187667438951485,0
5.07,-0.1212991620819821,0
5.08,-0.1119907913395414,0
5.09,-0.1206025677975008,0
5.1000000000000005,-0.1094058653925652,0
5.11,-0.1124304919260439,0
5.12,-0.114135580743926,0
5.13,-0.120640040633969,0
5.14,-0.1171507373151361,0
5.15,-0.1036480498960231,0
5.16,-0.1060120483888667,0
5.17,-0.1206163525303514,0
5.18,-0.1096673802132693,0
5.19,-0.1029670601674775,0
5.2,-0.1269955387920107,0
5.21,-0.1046887664953384,0
5.22,-0.1165698176320637,0
5.23,-0.1040591354038142,0
5.24,-0.1172195872754048,0
5.25,-0.1274580229691314,0
5.26,-0.1255071661940973,0
5.2700000000000005,-0.1085737666777599,0
5.28,-0.1062806007161164,0
5.29,-0.1177445375237512,0
5.3,-0.1021393287721025,0
5.3100000000000005,-0.1249646731216353,0
5.32,-0.1088348270873236,0
5.33,-0.1201090854812412,0
5.34,-0.1143425169508084,0
5.3500000000000005,-0.1071757396888417,0
5.36,-0.1160797687665999,0
5.37,-0.1111474374025715,0
5.38,-0.0970655387123986,0
5.39,-0.112724308116758,0
5.4,-0.0984257283788079,0
5.41,-0.1179073151878829,0
5.42,-0.1011401385871919,0
5.43,-0.0918507639052801,0
5.44,-0.1308115002362354,0
5.45,-0.1138929475692237,0
5.46,-0.0999825473813703,0
5.47,-0.1076133291399182,0
5.48,-0.1017013552164289,0
5.49,-0.1112829355194141,0
5.5,-0.1042077854310385,0
5.51,-0.1064613841198135,0
5.5200000000000005,-0.0930580472090511,0
5.53,-0.1020232417854341,0
5.54,-0.1010233309999748,0
5.55,-0.1083503583158855,0
5.5600000000000005,-0.1089402041316058,0
5.57,-0.1082225977294539,0
5.58,-0.0997856875879241,0
5.59,-0.107773564613227,0
5.6000000000000005,-0.1004997980547756,0
5.61,-0.0824776798365354,0
5.62,-0.0943548946890829,0
5.63,-0.1061611419356524,0
5.64,-0.0907238415333434,0
5.65,-0.106652116111066,0
5.66,-0.1227882950548096,0
5.67,-0.1123239040220468,0
5.68,-0.1207872533947242,0
5.69,-0.1054310625178778,0
5.7,-0.101568635747996,0
5.71,-0.0848256347881489,0
5.72,-0.0981582171858819,0
5.73,-0.103456271995444,0
5.74,-0.0928092775793909,0
5.75,-0.1230530421958855,0
5.76,-0.0984241864050973,0
5.7700000000000005,-0.0929106082354994,0
5.78,-0.1152443342795731,0
5.79,-0.088860424659543,0
5.8,-0.0967527740863072,0
5.8100000000000005,-0.104130668363513,0
5.82,-0.0934902978327972,0
5.83,-0.0769517896245941,0
5.84,-0.0976809300565077,0
5.8500000000000005,-0.0968585321254321,0
5.86,-0.1037757616501947,0
5.87,-0.1075222786377364,0
5.88,-0.0905624250554175,0
5.89,-0.1072688341470799,0
5.9,-0.0978348090061816,0
5.91,-0.1031697826291527,0
5.92,-0.0934464064864965,0
5.93,-0.0947428386180081,0
5.94,-0.0875475720846851,0
5.95,-0.1028669029278384,0
5.96,-0.1003095099284181,0
5.97,-0.1072426723056659,0
5.98,-0.1017424940136362,0
5.99,-0.093371333242112,0
6.0,-0.0894194781087777,0
6.01,-0.1060562918581533,0
6.0200000000000005,-0.0879841009383169,0
6.03,-0.0829695492480861,0
6.04,-0.092237591715457,0
6.05,-0.0774502398391195,0
6.0600000000000005,-0.1038025906188929,0
6.07,-0.1083579889613932,0
6.08,-0.1135456295968237,0
6.09,-0.0806452103442092,0
6.1000000000000005,-0.0889094637625136,0
6.11,-0.0958566738127245,0
6.12,-0.0923490869747721,0
6.13,-0.1062518486994164,0
6.140000000000001,-0.0703878618212257,0
6.15,-0.093401831190395,0
6.16,-0.0934489941086335,0
6.17,-0.0871344122124361,0
6.18,-0.0894313596335458,0
6.19,-0.0918522221106609,0
6.2,-0.1018456540631381,0
6.21,-0.0890763097437874,0
6.22,-0.0748210687550158,0
6.23,-0.0800376702557724,0
6.24,-0.0774107980834786,0
6.25,-0.0983058514704512,0
6.26,-0.1029410101234494,0
6.2700000000000005,-0.0941543353751235,0
6.28,-0.0921909585677589,0
6.29,-0.0816582715543274,0
6.3,-0.1093770499282062,0
6.3100000000000005,-0.0770093555262211,0
6.32,-0.0937376313898087,0
6.33,-0.0962792958165145,0
6.34,-0.1019847010887959,0
6.3500000000000005,-0.1082656362954789,0
6.36,-0.0833390165528115,0
6.37,-0.0906914367019358,0
6.38,-0.1041783611455901,0
6.390000000000001,-0.1040839180988274,0
6.4,-0.094345598754018,0
6.41,-0.0741524017749851,0
6.42,-0.0932936404557735,0
6.43,-0.1055845118305388,0
6.44,-0.0928661145667369,0
6.45,-0.0929917683754435,0
6.46,-0.1170894958703035,0
6.47,-0.0905199237931274,0
6.48,-0.0921429159816466,0
6.49,-0.0827283534141446,0
6.5,-0.0710579543184113,0
6.51,-0.0781392160168454,0
6.5200000000000005,-0.0919513581404985,0
6.53,-0.1001855901847931,0
6.54,-0.0632448489501075,0
6.55,-0.0882446356539104,0
6.5600000000000005,-0.0885561583354544,0
6.57,-0.0887955927766291,0
6.58,-0.0864326454980502,0
6.59,-0.0897165101497836,0
6.6000000000000005,-0.0938692019396769,0
6.61,-0.0934611112445701,0
6.62,-0.0881802598355741,0
6.63,-0.093147446717495,0
6.640000000000001,-0.0947023965202341,0
6.65,-0.0863706451719802,0
6.66,-0.0898459987097145,0
6.67,-0.0721178473389164,0
6.68,-0.113529298879365,0
6.69,-0.0759666300134712,0
6.7,-0.0742832198018716,0
6.71,-0.1073406239963982,0
6.72,-0.0898965256073244,0
6.73,-0.0900472656686935,0
6.74,-0.1002714619461256,0
6.75,-0.0938382818125977,0
6.76,-0.0970299265745138,0
6.7700000000000005,-0.0682658014092698,0
6.78,-0.0762963454671688,0
6.79,-0.0728024891210359,0
6.8,-0.0781665184992379,0
6.8100000000000005,-0.0965392455882362,0
6.82,-0.0903597102051853,0
6.83,-0.0800868337781698,0
6.84,-0.0970682227492273,0
6.8500000000000005,-0.0775836202772085,0
6.86,-0.086983814340423,0
6.87,-0.0881960212722246,0
6.88,-0.077205764590039,0
6.890000000000001,-0.0797405816308823,0
6.9,-0.0876610274167624,0
6.91,-0.0723265203963019,0
6.92,-0.0945992071323583,0
6.93,-0.0774982770405463,0
6.94,-0.0775959846575508,0
6.95,-0.0864921316504166,0
6.96,-0.080005313938203,0
6.97,-0.0956480646715182,0
6.98,-0.0737672522351509,0
6.99,-0.0847274469795288,0
7.0,-0.0879768695378599,0
7.01,-0.0721310721470647,0
7.0200000000000005,-0.0895364385270438,0
7.03,-0.0964497646944095,0
7.04,-0.0978039071776573,0
7.05,-0.0760502939112076,0
7.0600000000000005,-0.0947877798278628,0
7.07,-0.0643089528386455,0
7.08,-0.1025499131063351,0
7.09,-0.0646400962165617,0
7.1000000000000005,-0.0793688430441605,0
7.11,-0.0823208239892922,0
7.12,-0.0866778765736685,0
7.13,-0.0771126353694765,0
7.140000000000001,-0.0813559725568369,0
7.15,-0.0698225541308709,0
7.16,-0.0795895624144305,0
7.17,-0.0791054058458959,0
7.18,-0.0841214487738262,0
7.19,-0.080932004677689,0
7.2,-0.0771620710468588,0
7.21,-0.0972196313154373,0
7.22,-0.0934779784139563,0
7.23,-0.0724419779421949,0
7.24,-0.0780447767517559,0
7.25,-0.0814723939246003,0
7.26,-0.0793276673927358,0
7.27,-0.0759159520636004,0
7.28,-0.0846694439832063,0
7.29,-0.0869352875440059,0
7.3,-0.0770744952142186,0
7.31,-0.0886976966409263,0
7.32,-0.0747127752315453,0
7.33,-0.0957027847205909,0
7.34,-0.0682673492431262,0
7.35,-0.0737151978044183,0
7.36,-0.0757634513398567,0
7.37,-0.0683797228522061,0
7.38,-0.0614350790663147,0
7.390000000000001,-0.0678296192923874,0
7.4,-0.0962658630479118,0
7.41,-0.0905369942497933,0
7.42,-0.0838738159069672,0
7.43,-0.0772494254688456,0
7.44,-0.0722187504452227,0
7.45,-0.0845380807954523,0
7.46,-0.0752985728190452,0
7.47,-0.0846059617793303,0
7.48,-0.0830534950328906,0
7.49,-0.0908914033955006,0
7.5,-0.0859438894710125,0
7.51,-0.0901154550518103,0
7.52,-0.0862446791219288,0
7.53,-0.0658371500070282,0
7.54,-0.085755460168199,0
7.55,-0.0498258339751641,0
7.56,-0.0711049370780416,0
7.57,-0.0740784924894064,0
7.58,-0.0843994433762665,0
7.59,-0.0687020508474536,0
7.6,-0.0813510821805446,0
7.61,-0.074264428230742,0
7.62,-0.0497737695933376,0
7.63,-0.0762255666560354,0
7.640000000000001,-0.063662849095722,0
7.65,-0.0820782212509366,0
7.66,-0.0752874744047597,0
7.67,-0.0571209714159183,0
7.68,-0.0809902903062395,0
7.69,-0.0564880276994144,0
7.7,-0.0674271369844055,0
7.71,-0.0800217145841348,0
7.72,-0.0679656052722661,0
7.73,-0.0644570172891007,0
7.74,-0.0678575825150672,0
7.75,-0.089671288874712,0
7.76,-0.0811340101316983,0
7.77,-0.0762316565750649,0
7.78,-0.0743948695134604,0
7.79,-0.0673381104359067,0
7.8,-0.0716623468290609,0
7.81,-0.0866875531670503,0
7.82,-0.0694271092288994,0
7.83,-0.0670184319934993,0
7.84,-0.0674218083833778,0
7.85,-0.0621075489243432,0
7.86,-0.0644719960771384,0
7.87,-0.0681154946575746,0
7.88,-0.0733052450707993,0
7.890000000000001,-0.089109702808483,0
7.9,-0.0681006281797701,0
7.91,-0.0702168601872776,0
7.92,-0.0694750836147848,0
7.930000000000001,-0.0848556994044237,0
7.94,-0.0827963259757204,0
7.95,-0.0613519828075095,0
7.96,-0.0721770161146504,0
7.97,-0.0648646119710969,0
7.98,-0.071294789399095,0
7.99,-0.0711789645877286,0
8.0,-0.0619924381588881,0
8.01,-0.0764346700050141,0
8.02,-0.0702121566284243,0
8.03,-0.0756954530816242,0
8.040000000000001,-0.0753171913869922,0
8.05,-0.0739636714353077,0
8.06,-0.0685505248396452,0
8.07,-0.075459451542088,0
8.08,-0.0580146964491799,0
8.09,-0.0794188119616016,0
8.1,-0.0722421247646475,0
8.11,-0.0746715757815699,0
8.120000000000001,-0.0557055301150055,0
8.13,-0.0681109912772828,0
8.14,-0.0596595095440865,0
8.15,-0.0847351599142084,0
8.16,-0.0671108397024604,0
8.17,-0.0607870051449611,0
8.18,-0.0687626281881087,0
8.19,-0.0588330032722633,0
8.2,-0.0745632141963909,0
8.21,-0.0551995615090797,0
8.22,-0.0462069442899841,0
8.23,-0.0727273840453597,0
8.24,-0.0734572798116386,0
8.25,-0.0543718492090328,0
8.26,-0.0530135951562947,0
8.27,-0.0739417228342573,0
8.28,-0.0728189801025823,0
8.290000000000001,-0.0713391309511612,0
8.3,-0.0818701466453867,0
8.31,-0.0775167016297434,0
8.32,-0.0782763146707571,0
8.33,-0.0758177919864657,0
8.34,-0.0683917593539294,0
8.35,-0.0656080424625262,0
8.36,-0.0523506497125728,0
8.370000000000001,-0.0777448458576538,0
8.38,-0.0578239186723271,0
8.39,-0.0697130551716447,0
8.4,-0.0679740152583528,0
8.41,-0.0606375825527028,0
8.42,-0.0785195854266729,0
8.43,-0.0633750444769235,0
8.44,-0.0654415861638878,0
8.45,-0.0620887521015972,0
8.46,-0.0640289256146197,0
8.47,-0.0422751494287248,0
8.48,-0.0731132815688624,0
8.49,-0.0719537749767215,0
8.5,-0.0727833278844739,0
8.51,-0.0720150052023883,0
8.52,-0.0727426115865064,0
8.53,-0.0543872769420112,0
8.540000000000001,-0.0519812980831864,0
8.55,-0.0718028989213854,0
