time_s,cmd,actuator_pos
6.54,-0.8,-0.13200000000000006
6.55,-0.8,-0.13500000000000006
6.5600000000000005,-0.8,-0.13800000000000007
6.57,-0.8,-0.14100000000000007
6.58,-0.8,-0.14400000000000007
6.59,-0.8,-0.14700000000000008
6.6000000000000005,-0.8,-0.15000000000000008
6.61,-0.8,-0.15300000000000008
6.62,-0.8,-0.15600000000000008
6.63,-0.8,-0.15900000000000009
6.640000000000001,-0.8,-0.1620000000000001
6.65,-0.8,-0.1650000000000001
6.66,-0.8,-0.1680000000000001
6.67,-0.8,-0.1710000000000001
6.68,-0.8,-0.1740000000000001
6.69,-0.8,-0.1770000000000001
6.7,-0.8,-0.1800000000000001
6.71,-0.8,-0.1830000000000001
6.72,-0.8,-0.1860000000000001
6.73,-0.8,-0.1890000000000001
6.74,-0.8,-0.19200000000000012
6.75,-0.8,-0.19500000000000012
6.76,-0.8,-0.19800000000000012
6.7700000000000005,-0.8,-0.20100000000000012
6.78,-0.8,-0.20400000000000013
6.79,-0.8,-0.20700000000000013
6.8,-0.8,-0.21000000000000013
6.8100000000000005,-0.8,-0.21300000000000013
6.82,-0.8,-0.21600000000000014
6.83,-0.8,-0.21900000000000014
6.84,-0.8,-0.22200000000000014
6.8500000000000005,-0.8,-0.22500000000000014
6.86,-0.8,-0.22800000000000015
6.87,-0.8,-0.23100000000000015
6.88,-0.8,-0.23400000000000015
6.890000000000001,-0.8,-0.23700000000000015
6.9,-0.8,-0.24000000000000016
6.91,-0.8,-0.24300000000000016
6.92,-0.8,-0.24600000000000016
6.93,-0.8,-0.24900000000000017
6.94,-0.8,-0.25200000000000017
6.95,-0.8,-0.25500000000000017
6.96,-0.8,-0.2580000000000002
6.97,-0.8,-0.2610000000000002
6.98,-0.8,-0.2640000000000002
6.99,-0.8,-0.2670000000000002
7.0,-0.8,-0.2700000000000002
7.01,-0.8,-0.2730000000000002
7.0200000000000005,-0.8,-0.2760000000000002
7.03,-0.8,-0.2790000000000002
7.04,-0.8,-0.2820000000000002
7.05,-0.8,-0.2850000000000002
7.0600000000000005,-0.8,-0.2880000000000002
7.07,-0.8,-0.2910000000000002
7.08,-0.8,-0.2940000000000002
7.09,-0.8,-0.2970000000000002
7.1000000000000005,-0.8,-0.3000000000000002
7.11,-0.8,-0.3030000000000002
7.12,-0.8,-0.3060000000000002
7.13,-0.8,-0.3090000000000002
7.140000000000001,-0.8,-0.3120000000000002
7.15,-0.8,-0.3150000000000002
7.16,-0.8,-0.3180000000000002
7.17,-0.8,-0.32100000000000023
7.18,-0.8,-0.32400000000000023
7.19,-0.8,-0.32700000000000023
7.2,-0.8,-0.33000000000000024
7.21,-0.8,-0.33300000000000024
7.22,-0.8,-0.33600000000000024
7.23,-0.8,-0.33900000000000025
7.24,-0.8,-0.34200000000000025
7.25,-0.8,-0.34500000000000025
7.26,-0.8,-0.34800000000000025
7.2700000000000005,-0.8,-0.35100000000000026
7.28,-0.8,-0.35400000000000026
7.29,-0.8,-0.35700000000000026
7.3,-0.8,-0.36000000000000026
7.3100000000000005,-0.8,-0.36300000000000027
7.32,-0.8,-0.36600000000000027
7.33,-0.8,-0.36900000000000027
7.34,-0.8,-0.3720000000000003
7.3500000000000005,-0.8,-0.3750000000000003
7.36,-0.8,-0.3780000000000003
7.37,-0.8,-0.3810000000000003
7.38,-0.8,-0.3840000000000003
7.390000000000001,-0.8,-0.3870000000000003
7.4,-0.8,-0.3900000000000003
7.41,-0.8,-0.3930000000000003
7.42,-0.8,-0.3960000000000003
7.43,-0.8,-0.3990000000000003
7.44,-0.8,-0.4020000000000003
7.45,-0.8,-0.4050000000000003
7.46,-0.8,-0.4080000000000003
7.47,-0.8,-0.4110000000000003
7.48,-0.8,-0.4140000000000003
7.49,-0.8,-0.4170000000000003
7.5,-0.8,-0.4200000000000003
7.51,-0.8,-0.4230000000000003
7.5200000000000005,-0.8,-0.4260000000000003
7.53,-0.8,-0.4290000000000003
7.54,-0.8,-0.43200000000000033
7.55,-0.8,-0.43500000000000033
7.5600000000000005,-0.8,-0.43800000000000033
7.57,-0.8,-0.44100000000000034
7.58,-0.8,-0.44400000000000034
7.59,-0.8,-0.44700000000000034
7.6000000000000005,-0.8,-0.45000000000000034
7.61,-0.8,-0.45300000000000035
7.62,-0.8,-0.45600000000000035
7.63,-0.8,-0.45900000000000035
7.640000000000001,-0.8,-0.46200000000000035
7.65,-0.8,-0.46500000000000036
7.66,-0.8,-0.46800000000000036
7.67,-0.8,-0.47100000000000036
7.68,-0.8,-0.47400000000000037
7.69,-0.8,-0.47700000000000037
7.7,-0.8,-0.48000000000000037
7.71,-0.8,-0.4830000000000004
7.72,-0.8,-0.4860000000000004
7.73,-0.8,-0.4890000000000004
7.74,-0.8,-0.4920000000000004
7.75,-0.8,-0.4950000000000004
7.76,-0.8,-0.4980000000000004
7.7700000000000005,-0.8,-0.5010000000000003
7.78,-0.8,-0.5040000000000003
7.79,-0.8,-0.5070000000000003
7.8,-0.8,-0.5100000000000003
7.8100000000000005,-0.8,-0.5130000000000003
7.82,-0.8,-0.5160000000000003
7.83,-0.8,-0.5190000000000003
7.84,-0.8,-0.5220000000000004
7.8500000000000005,-0.8,-0.5250000000000004
7.86,-0.8,-0.5280000000000004
7.87,-0.8,-0.5310000000000004
7.88,-0.8,-0.5340000000000004
7.890000000000001,-0.8,-0.5370000000000004
7.9,-0.8,-0.5400000000000004
7.91,-0.8,-0.5430000000000004
7.92,-0.8,-0.5460000000000004
7.930000000000001,-0.8,-0.5490000000000004
7.94,-0.8,-0.5520000000000004
7.95,-0.8,-0.5550000000000004
7.96,-0.8,-0.5580000000000004
7.97,-0.8,-0.5610000000000004
7.98,-0.8,-0.5640000000000004
7.99,-0.8,-0.5670000000000004
8.0,-0.8,-0.5700000000000004
8.01,0.0,-0.5730000000000004
8.02,0.0,-0.5760000000000004
8.03,0.0,-0.5790000000000004
8.040000000000001,0.0,-0.5820000000000004
8.05,0.0,-0.5850000000000004
8.06,0.0,-0.5880000000000004
8.07,0.0,-0.5910000000000004
8.08,0.0,-0.5940000000000004
8.09,0.0,-0.5970000000000004
8.1,0.0,-0.6000000000000004
8.11,0.0,-0.5970000000000004
8.120000000000001,0.0,-0.5940000000000004
8.13,0.0,-0.5910000000000004
8.14,0.0,-0.5880000000000004
8.15,0.0,-0.5850000000000004
8.16,0.0,-0.5820000000000004
8.17,0.0,-0.5790000000000004
8.18,0.0,-0.5760000000000004
8.19,0.0,-0.5730000000000004
8.2,0.0,-0.5700000000000004
8.21,0.0,-0.5670000000000004
8.22,0.0,-0.5640000000000004
8.23,0.0,-0.5610000000000004
8.24,0.0,-0.5580000000000004
8.25,0.0,-0.5550000000000004
8.26,0.0,-0.5520000000000004
8.27,0.0,-0.5490000000000004
8.28,0.0,-0.5460000000000004
8.290000000000001,0.0,-0.5430000000000004
8.3,0.0,-0.5400000000000004
8.31,0.0,-0.5370000000000004
8.32,0.0,-0.5340000000000004
8.33,0.0,-0.5310000000000004
